SIREN;Nom de l'entreprise;Produit;Numéro de dossier;Chargé d'affaire;Finalité commerciale;Date D'accord;Date prévisionnelle de signature;Dépenses entreprise (k€);Statut
394466569;A.S.C.;Financement plan réduction pollution;9446986936;Lavon Lang;Modernisation;06/04/2017;08/02/2017;311;Gagné
838732238;3A CONSEIL;Financement innovation écologique;0971166937;Isaac Runolfsdottir;Développement;;05/06/2017;308;Perdu
807391438;A 5 A ARCHITECTES;Financement travaux modernisation;0831726938;Darrion Becker;Modernisation;;11/01/2015;453;Perdu
804175628;SNC SALERNO;Financement formation TES;1221466939;Felicia Nicolas;Développement;07/11/2011;03/09/2011;465;Gagné
822493011;HOTEL DU QUAI VOLTAIRE;Financement travaux modernisation;6685766940;Cecile Marquardt;Modernisation;;24/12/2010;321;Perdu
809615701;AARPI FOURNIER LABAT-SIBON ASSOCIES;Financement plan réduction pollution;4385186941;Lavon Lang;Modernisation;;24/03/2014;483;Perdu
421858267;SIMPLE ENGINEERING FRANCE;Financement innovation écologique;2276966942;Frederick Predovic;Développement;;17/06/2011;232;Perdu
501089163;SIVP DENT STE INTERNAT VENT PROT DENT;Financement travaux modernisation;3739026943;Lavon Lang;Modernisation;11/05/2014;21/03/2014;257;Gagné
844162453;SICCA IDF;Financement plan réduction émissions CO2;8771406944;Felicia Nicolas;Modernisation;16/05/2011;06/03/2011;310;Gagné
520446824;ABAKUS SECURITE;Prêt économies énergies;0036826945;Felicia Nicolas;Modernisation;;15/05/2010;339;Perdu
809801483;A F M D;Prêt économies énergies;1411396946;Lavon Lang;Modernisation;;21/02/2011;292;Perdu
530420587;HEXAMODE;Financement campagne sensibilisation interne TES;6306736947;Darrion Becker;Développement;02/01/2016;17/11/2015;137;Gagné
844327312;SISTHERESA;Financement campagne sensibilisation interne TES;4287886948;Felicia Nicolas;Développement;;11/04/2018;340;Perdu
438056368;2HAMIAU;Prêt participatif développement bois;9317146949;Arnoldo Roob;Développement;;30/03/2017;113;Perdu
835222332;HOTEL CUJAS;Financement plan réduction pollution;9400166950;Darrion Becker;Modernisation;05/03/2018;26/12/2017;397;Gagné
824951891;SKYBOARD;Prêt Crédit Impôt Recherche;9538466951;Price Glover;Développement;;31/08/2011;467;Perdu
821672417;HOTEL MERCEDES;Prêt participatif développement bois;8635196952;Frederick Predovic;Développement;;02/01/2016;127;Perdu
520797465;HOTEL & LODGE;Financement formation TES;0023126953;Isaac Runolfsdottir;Développement;;26/01/2020;288;En cours
420811721;SINORAMA;Financement innovation écologique;0726576954;Dusty Hoppe;Développement;;18/06/2016;265;Perdu
393742606;9HOTEL OPERA;Financement installations production énergies renouvellables;8785886955;Isaac Runolfsdottir;Modernisation;;22/06/2015;490;Perdu
842694796;ABA DAN DEPANN;Financement travaux modernisation;4310666956;Queen Pfannerstill;Modernisation;;22/01/2015;124;Perdu
424752533;HOTEL LE MULHOUSE;Financement innovation écologique;1896656957;Mara Lowe;Développement;;06/06/2014;220;Perdu
500454756;A M B ASSURANCES;Financement plan réduction pollution;3545826958;Hayden Schroeder;Modernisation;27/12/2010;28/10/2010;491;Gagné
842922569;A.A;Financement innovation écologique;3362666959;Price Glover;Développement;;30/11/2013;204;Perdu
484385364;ABCD;Financement travaux modernisation;3366776960;Lavon Lang;Modernisation;;18/08/2015;148;Perdu
432082543;SLALEY-JMR;Prêt Crédit Impôt Recherche;3589416961;Trystan Hickle;Développement;;02/11/2014;146;Perdu
830599106;65 RUISSEAU;Financement campagne sensibilisation interne TES;6024806962;Lavon Lang;Développement;08/06/2013;15/04/2013;241;Gagné
833048010;HOTEL CHATILLON;Prêt participatif développement bois;0593786963;Darrion Becker;Développement;;20/01/2020;417;En cours
452956337;SOC DAHLIA S HOTEL;Financement installations production énergies renouvellables;5711176964;Lavon Lang;Modernisation;30/05/2011;06/04/2011;310;Gagné
481491041;A.C.G.A.;Financement installations production énergies renouvellables;2789406965;Felicia Nicolas;Modernisation;;04/07/2018;280;Perdu
381994854;HDA;Financement travaux modernisation;9199856966;Darrion Becker;Modernisation;;11/01/2016;472;Perdu
848883427;SOC EXPRESS BAR CHAMPS ELYSEES;Prêt participatif développement bois;4680876967;Isaac Runolfsdottir;Développement;;24/01/2014;452;Perdu
531002749;SMALL IS BIGGER;Financement plan réduction pollution;2293596968;Queen Pfannerstill;Modernisation;20/02/2014;15/01/2014;395;Gagné
542010053;HOLDING DES CENTRES POINT VISION;Financement travaux modernisation;3793766969;Dusty Hoppe;Modernisation;02/10/2016;14/07/2016;442;Gagné
843243700;HOTEL DE SAXE;Prêt participatif développement bois;1248656970;Hayden Schroeder;Développement;02/05/2014;04/02/2014;325;Gagné
831430178;HAUT COMME 3 POMMES;Financement formation TES;4727486971;Mara Lowe;Développement;;26/02/2017;402;Perdu
391113776;HEALTH CONSULTING SERVICES INTERNATIONAL;Financement travaux modernisation;2029846972;Hayden Schroeder;Modernisation;;01/06/2017;348;Perdu
389524448;SOC EDMOND PETIT NEGOCE TISSU;Prêt participatif développement bois;3799826973;Cecile Marquardt;Développement;;27/11/2017;337;Perdu
840348718;SOC EXACT;Financement installations production énergies renouvellables;4236656974;Mara Lowe;Modernisation;02/01/2013;30/10/2012;432;Gagné
511012643;SIGNATURES;Financement campagne sensibilisation interne TES;1706896975;Frederick Predovic;Développement;;20/06/2016;310;Perdu
418378865;A2 MEDICAL;Prêt économies énergies;1317846976;Dusty Hoppe;Modernisation;05/11/2017;07/09/2017;498;Gagné
414592840;HG CONSEIL;Financement installations production énergies renouvellables;2409086977;Mara Lowe;Modernisation;;28/07/2015;144;Perdu
315251348;ABC MARKETING;Financement installations production énergies renouvellables;5389456978;Arnoldo Roob;Modernisation;01/08/2019;28/06/2019;215;Gagné
379583495;SOC CYRIL;Prêt Crédit Impôt Recherche;1724266979;Frederick Predovic;Développement;;10/01/2016;365;Perdu
537861742;SOC GENACO;Financement installations production énergies renouvellables;2339626980;Isaac Runolfsdottir;Modernisation;09/02/2011;27/11/2010;245;Gagné
511090987;HOC;Prêt participatif développement bois;4168506981;Dusty Hoppe;Développement;;20/03/2016;293;Perdu
492028451;A FORTIORI;Financement plan réduction pollution;5127516982;Mara Lowe;Modernisation;01/12/2011;28/10/2011;393;Gagné
842473274;SOC BARAZZETTI FILS FUMIST;Prêt participatif développement bois;6827726983;Abigayle Rohan;Développement;;28/12/2014;304;Perdu
394466569;A.S.C.;Prêt Crédit Impôt Recherche;8392466984;Cecile Marquardt;Développement;;11/03/2013;248;Perdu
500873633;HESSEM;Financement travaux modernisation;5576806985;Price Glover;Modernisation;;11/02/2018;339;Perdu
394792923;SHAYNADIS;Financement travaux modernisation;8312126986;Darrion Becker;Modernisation;;15/12/2018;332;Perdu
394466569;A.S.C.;Financement plan réduction pollution;5331636987;Abigayle Rohan;Modernisation;;25/02/2015;463;Perdu
514119387;SOC EXPL ETS FERNANDEZ;Financement formation TES;3352826988;Isaac Runolfsdottir;Développement;;08/01/2012;326;Perdu
421624073;2 B O;Financement plan réduction pollution;7098796989;Mara Lowe;Modernisation;28/12/2017;13/11/2017;362;Gagné
825036783;HENNESSEN ET CIE SAS;Financement travaux modernisation;1454616990;Dusty Hoppe;Modernisation;;05/11/2013;321;Perdu
407868058;HOTEL DES ARTS CAVAIGNAC;Financement installations production énergies renouvellables;2546386991;Cecile Marquardt;Modernisation;;10/10/2017;497;Perdu
813269511;AAMSET;Financement plan réduction pollution;0262576992;Felicia Nicolas;Modernisation;;01/01/2013;475;Perdu
798450706;SOC FRANC DE PHYSIQUE;Prêt participatif développement bois;9502496993;Abigayle Rohan;Développement;;17/07/2015;426;Perdu
848882411;AAUPC CHAVANNES & ASSOCIES;Financement plan réduction pollution;6837816994;Trystan Hickle;Modernisation;11/03/2014;28/12/2013;408;Gagné
438915779;SIACKHASONE FRERES;Financement innovation écologique;3128706995;Price Glover;Développement;08/09/2010;01/08/2010;150;Gagné
442739223;9HOTEL REPUBLIQUE;Financement plan réduction émissions CO2;7787846996;Frederick Predovic;Modernisation;;26/11/2018;395;Perdu
512204850;HENRAT ET GARIN;Prêt participatif développement bois;9346956997;Dusty Hoppe;Développement;;21/06/2014;388;Perdu
813951282;ACACIAS ETOILE;Financement innovation écologique;2393166998;Abigayle Rohan;Développement;;18/01/2011;430;Perdu
752413963;SMITH DORIA;Financement plan réduction pollution;6134076999;Queen Pfannerstill;Modernisation;;02/07/2019;204;Perdu
528914609;SNC GRENELLE SUFFREN;Prêt économies énergies;4253037000;Mara Lowe;Modernisation;24/04/2011;13/03/2011;180;Gagné
822426755;AAU MASTRANDREAS;Financement installations production énergies renouvellables;2272887001;Hayden Schroeder;Modernisation;;15/07/2018;380;Perdu
499195261;7C;Financement formation TES;7794347002;Hayden Schroeder;Développement;;19/08/2019;412;Perdu
521119321;SOC FRANCAISE PROMOTION ARTISTIQUE;Financement travaux modernisation;0382627003;Trystan Hickle;Modernisation;17/08/2010;02/07/2010;420;Gagné
388269383;ABM ALIMENTATION;Prêt participatif développement bois;0571767004;Darrion Becker;Développement;;17/10/2011;171;Perdu
840531289;SOC FINANCIERE ET IMMOBILIE PETROFRANCE;Financement plan réduction pollution;5732997005;Darrion Becker;Modernisation;;07/10/2011;233;Perdu
820578136;SOC DIFFUS PROFES EXPORT MATERIEL;Financement plan réduction émissions CO2;9551467006;Darrion Becker;Modernisation;;03/10/2012;114;Perdu
380176016;HECHT FRANCE;Prêt économies énergies;7018117007;Frederick Predovic;Modernisation;;09/04/2019;160;Perdu
527862460;123BILLETS;Financement campagne sensibilisation interne TES;8080617008;Arnoldo Roob;Développement;;21/12/2015;372;Perdu
400421434;SINTIMEX;Financement installations production énergies renouvellables;5469107009;Mara Lowe;Modernisation;24/07/2014;22/05/2014;232;Gagné
852943372;HOTEL ATMOSPHERES;Prêt Crédit Impôt Recherche;9156117010;Dusty Hoppe;Développement;;21/01/2012;127;Perdu
784666661;SOC ARTIMPORT;Prêt participatif développement bois;3896337011;Felicia Nicolas;Développement;;15/10/2010;488;Perdu
833641509;A O C;Financement plan réduction émissions CO2;2047677012;Felicia Nicolas;Modernisation;;21/10/2016;397;Perdu
528533789;HOTEL DE PASSY;Financement innovation écologique;7053757013;Brad Volkman;Développement;;13/08/2012;148;Perdu
504472044;HAYS FINANCE;Prêt participatif développement bois;6434717014;Felicia Nicolas;Développement;;06/01/2012;394;Perdu
421295007;4 A INTERNATIONAL;Financement campagne sensibilisation interne TES;7238997015;Brad Volkman;Développement;07/10/2017;04/09/2017;444;Gagné
442764379;ABSOLUT SCOOT;Financement plan réduction pollution;1010977016;Frederick Predovic;Modernisation;;06/11/2013;232;Perdu
524082062;SIGNATURE ST GERMAIN DES PRES SARL;Financement formation TES;9809667017;Lavon Lang;Développement;17/02/2011;11/12/2010;362;Gagné
439014812;SOC APPLICATION RECHER RATIONAL CONSTRUC;Financement plan réduction émissions CO2;3393037018;Frederick Predovic;Modernisation;;09/09/2013;132;Perdu
412643876;AB ENVIRONNEMENT;Prêt participatif développement bois;4281017019;Lavon Lang;Développement;05/03/2018;23/01/2018;204;Gagné
512204850;HENRAT ET GARIN;Financement plan réduction pollution;0245737020;Cecile Marquardt;Modernisation;;12/05/2015;394;Perdu
794386599;SM CONTACT;Prêt participatif développement bois;0342977021;Isaac Runolfsdottir;Développement;;24/11/2019;333;Perdu
402077325;A A Z ELECTRICITE;Financement formation TES;9127567022;Cecile Marquardt;Développement;22/01/2012;05/12/2011;350;Gagné
343559498;HELLIN SEBBAG ARCHITECTES ASSOCIES;Financement formation TES;8051287023;Isaac Runolfsdottir;Développement;;08/12/2018;246;Perdu
500454756;A M B ASSURANCES;Financement campagne sensibilisation interne TES;5769567024;Mara Lowe;Développement;;23/11/2019;154;Perdu
434367124;SOC FRANCAISE FOYERS ECONOMIQUES;Prêt économies énergies;4600277025;Trystan Hickle;Modernisation;28/10/2011;30/08/2011;495;Gagné
38931184;SIERRA-NET;Financement innovation écologique;2674357026;Brad Volkman;Développement;30/06/2013;17/05/2013;322;Gagné
501598288;'A2D' A 2 DEVELOPPEMENT;Financement plan réduction émissions CO2;0422677027;Mara Lowe;Modernisation;;20/07/2010;275;Perdu
432099059;SOC HOTEL AVIA;Financement campagne sensibilisation interne TES;0463287028;Dusty Hoppe;Développement;;23/04/2011;119;Perdu
849942636;HOTEL LITTRE;Financement travaux modernisation;6086537029;Darrion Becker;Modernisation;;23/07/2011;121;Perdu
842392219;A.F.L. GESTION;Financement campagne sensibilisation interne TES;6566907030;Hayden Schroeder;Développement;;21/11/2013;206;Perdu
414991265;SNC HOTEL DAVOUT;Prêt participatif développement bois;9480777031;Lavon Lang;Développement;29/06/2018;18/05/2018;307;Gagné
823778980;7 EXPERTISE;Financement plan réduction pollution;4064647032;Trystan Hickle;Modernisation;03/06/2016;15/03/2016;441;Gagné
853742369;A VERSE TOUJOURS;Financement plan réduction émissions CO2;6456777033;Darrion Becker;Modernisation;17/10/2013;02/08/2013;430;Gagné
832419634;SILAN;Financement plan réduction émissions CO2;6810247034;Dusty Hoppe;Modernisation;01/10/2011;13/07/2011;383;Gagné
483167813;ABELIA SOCIETE NOUVELLE;Prêt Crédit Impôt Recherche;1745917035;Darrion Becker;Développement;;06/12/2015;143;Perdu
794386599;SM CONTACT;Financement installations production énergies renouvellables;1274307036;Frederick Predovic;Modernisation;;23/07/2012;199;Perdu
440167880;HOTEL DU PRINTEMPS REST;Financement travaux modernisation;0202187037;Queen Pfannerstill;Modernisation;;17/09/2015;372;Perdu
432603876;SINGER & HAMILTON;Prêt Crédit Impôt Recherche;5612097038;Hayden Schroeder;Développement;16/11/2014;09/10/2014;102;Gagné
814029955;HOTEL DES DEUX CONTINENTS;Prêt participatif développement bois;1516707039;Brad Volkman;Développement;;14/03/2015;438;Perdu
822315032;HOBBY 1;Financement innovation écologique;6254297040;Isaac Runolfsdottir;Développement;;11/12/2017;406;Perdu
827595919;SOC AGENCEM DISTRIBUTION;Prêt participatif développement bois;0563037041;Price Glover;Développement;;10/12/2010;194;Perdu
798450706;SOC FRANC DE PHYSIQUE;Financement installations production énergies renouvellables;4369997042;Felicia Nicolas;Modernisation;11/07/2018;11/05/2018;285;Gagné
841747785;SILENT;Financement innovation écologique;7042247043;Price Glover;Développement;25/07/2017;21/06/2017;141;Gagné
478315583;37 LOGISTICS;Financement installations production énergies renouvellables;0519387044;Isaac Runolfsdottir;Modernisation;;16/05/2019;319;Perdu
824555148;3 KLES CONSULTING;Financement innovation écologique;9425087045;Felicia Nicolas;Développement;;04/02/2011;243;Perdu
851150854;HOTEL EXCELSIOR;Financement formation TES;2492297046;Frederick Predovic;Développement;16/12/2019;05/10/2019;302;Gagné
431620517;HOTEL DU PLAT D ETAIN;Prêt économies énergies;2368717047;Isaac Runolfsdottir;Modernisation;;23/08/2012;387;Perdu
353216690;A.S ASCENSEURS SERVICES;Financement campagne sensibilisation interne TES;4574047048;Queen Pfannerstill;Développement;;25/03/2012;442;Perdu
43902469;3AO PATRIMOINE EXPERTISE;Financement campagne sensibilisation interne TES;0372537049;Darrion Becker;Développement;25/08/2013;17/06/2013;296;Gagné
503003998;HOTEL BUILDING CONSEIL;Prêt participatif développement bois;5256147050;Cecile Marquardt;Développement;;06/12/2015;139;Perdu
821870631;SILVYA TERRADE PARIS CHAMPS ELYSEES;Financement plan réduction émissions CO2;2796647051;Brad Volkman;Modernisation;;17/08/2013;219;Perdu
800144008;A.M.V. CONSEIL;Financement campagne sensibilisation interne TES;6095107052;Arnoldo Roob;Développement;;22/12/2015;271;Perdu
390708477;HOTEL DE L ALMA;Financement plan réduction pollution;5657437053;Arnoldo Roob;Modernisation;;26/01/2011;102;Perdu
827967852;AC M&S;Financement formation TES;9429377054;Trystan Hickle;Développement;;03/11/2011;287;Perdu
348156001;ABIHSSIRA;Prêt économies énergies;0803677055;Brad Volkman;Modernisation;11/09/2011;19/07/2011;381;Gagné
521623033;HOTEL DE LA PLACE DES VOSGES;Financement innovation écologique;4360607056;Trystan Hickle;Développement;;13/11/2018;301;Perdu
428590624;SOC EXPLOITATION GROUPE FERTEL;Financement plan réduction émissions CO2;3300267057;Abigayle Rohan;Modernisation;25/04/2014;14/03/2014;212;Gagné
429361751;HOTEL GAVARNI;Financement installations production énergies renouvellables;5464877058;Price Glover;Modernisation;;20/10/2013;169;Perdu
791549900;SIBM;Financement installations production énergies renouvellables;2695427059;Darrion Becker;Modernisation;17/09/2013;30/06/2013;247;Gagné
439911330;HOTEL DUPLEX SUFFREN;Financement travaux modernisation;2138757060;Isaac Runolfsdottir;Modernisation;;01/04/2013;319;Perdu
494862907;A.S.R.G;Prêt économies énergies;8492757061;Hayden Schroeder;Modernisation;;08/04/2017;124;Perdu
754059707;A+ CTRE AUSTRALIEN EDUC CULTURE;Financement plan réduction émissions CO2;8724317062;Frederick Predovic;Modernisation;01/07/2014;23/05/2014;458;Gagné
840507800;SNC POUJADE & CIE   LE BALZAC;Financement innovation écologique;6562747063;Mara Lowe;Développement;14/06/2014;04/04/2014;287;Gagné
520446824;ABAKUS SECURITE;Financement plan réduction pollution;7025707064;Brad Volkman;Modernisation;;06/07/2017;312;Perdu
445276348;AC L'EDEN;Financement plan réduction émissions CO2;7143527065;Lavon Lang;Modernisation;;26/09/2018;451;Perdu
785353186;19 MAI PRESSE;Prêt économies énergies;7099627066;Lavon Lang;Modernisation;10/04/2010;22/01/2010;418;Gagné
532247483;SOC FR D'EQUIPEMENT HOSPITALIER;Prêt Crédit Impôt Recherche;8174777067;Frederick Predovic;Développement;;03/02/2011;438;Perdu
413116526;A.L.C.;Financement innovation écologique;8243827068;Queen Pfannerstill;Développement;;22/04/2014;109;Perdu
402528608;SMALL GALLERY;Financement travaux modernisation;0572597069;Queen Pfannerstill;Modernisation;;20/09/2017;462;Perdu
805364213;SOC DOCUMENTS;Prêt Crédit Impôt Recherche;7255677070;Isaac Runolfsdottir;Développement;;21/02/2019;161;Perdu
823642574;SILVER VOYAGES;Prêt économies énergies;6414087071;Darrion Becker;Modernisation;;01/01/2013;411;Perdu
820527208;310 SAINT HONORE;Prêt participatif développement bois;5883877072;Hayden Schroeder;Développement;;12/03/2010;167;Perdu
805382645;SNC PHARMACIE CATALA & CHAPELIER;Prêt participatif développement bois;2198927073;Isaac Runolfsdottir;Développement;;28/04/2012;325;Perdu
531002749;SMALL IS BIGGER;Financement travaux modernisation;0064817074;Isaac Runolfsdottir;Modernisation;;20/01/2020;437;En cours
442580155;SNC HORSTEL LE MAS;Financement innovation écologique;7990407075;Darrion Becker;Développement;;05/05/2015;392;Perdu
441880986;SMIIRL;Prêt économies énergies;4667357076;Cecile Marquardt;Modernisation;;23/09/2017;432;Perdu
815361621;A LA BONNE HEURE;Financement travaux modernisation;3440137077;Price Glover;Modernisation;;15/10/2018;259;Perdu
840958599;SOC DES REALISATEURS DE FILMS;Prêt économies énergies;1083087078;Mara Lowe;Modernisation;21/08/2016;08/06/2016;230;Gagné
784672776;HESPERIA DEVELOPPEMENT;Prêt économies énergies;7370657079;Brad Volkman;Modernisation;;14/08/2016;256;Perdu
844159459;33 RUE LA FAYETTE TENANT SAS;Financement installations production énergies renouvellables;2953107080;Abigayle Rohan;Modernisation;30/09/2017;17/07/2017;302;Gagné
838580793;SILTEC;Prêt participatif développement bois;1404197081;Trystan Hickle;Développement;04/06/2015;27/04/2015;390;Gagné
793704164;A HOUSE OF PRINT;Financement campagne sensibilisation interne TES;9893977082;Queen Pfannerstill;Développement;10/12/2010;04/11/2010;311;Gagné
804451342;SHOWROOM BLB;Financement formation TES;1041407083;Dusty Hoppe;Développement;;24/07/2010;181;Perdu
784672776;HESPERIA DEVELOPPEMENT;Prêt participatif développement bois;3299327084;Trystan Hickle;Développement;28/08/2015;03/07/2015;230;Gagné
428499677;202 ECOMMERCE;Financement travaux modernisation;7277097085;Trystan Hickle;Modernisation;05/09/2010;01/08/2010;446;Gagné
512674714;HOTEL DES PROVINCES;Financement innovation écologique;4299897086;Trystan Hickle;Développement;02/09/2015;17/07/2015;207;Gagné
524135878;HOTEL LIBERIA;Prêt Crédit Impôt Recherche;7454927087;Frederick Predovic;Développement;28/11/2018;22/10/2018;178;Gagné
790659593;SOC AMIS DU LOUVRE;Prêt Crédit Impôt Recherche;9628617088;Lavon Lang;Développement;10/09/2013;05/07/2013;433;Gagné
316917392;SHOP SOUVENIRS;Prêt économies énergies;0236087089;Queen Pfannerstill;Modernisation;;10/09/2017;148;Perdu
810196436;HELVET UNDERGROUND;Financement innovation écologique;4895717090;Trystan Hickle;Développement;07/06/2010;03/05/2010;468;Gagné
490547494;HOTEL DU LUXEMBOURG;Financement innovation écologique;8328137091;Lavon Lang;Développement;;28/01/2013;110;Perdu
844159459;33 RUE LA FAYETTE TENANT SAS;Financement plan réduction émissions CO2;0530197092;Dusty Hoppe;Modernisation;;01/11/2016;394;Perdu
822259958;SNC PHARMACIE GAYDAN & LE BERRE;Prêt participatif développement bois;0278497093;Price Glover;Développement;;26/11/2013;385;Perdu
449131150;SIN REJAC;Financement innovation écologique;7316187094;Price Glover;Développement;;23/06/2013;343;Perdu
849538137;A.C.M.E.;Financement installations production énergies renouvellables;2502527095;Dusty Hoppe;Modernisation;;31/01/2017;423;Perdu
814641718;HICAREX;Financement campagne sensibilisation interne TES;3732677096;Brad Volkman;Développement;;15/02/2012;230;Perdu
853042224;ABTO;Financement innovation écologique;8594747097;Trystan Hickle;Développement;;15/04/2013;137;Perdu
524723129;ABVENT R & D;Prêt participatif développement bois;4237157098;Dusty Hoppe;Développement;02/01/2018;17/10/2017;226;Gagné
850031063;A L'HOTEL QUEEN MARY;Financement installations production énergies renouvellables;7532787099;Abigayle Rohan;Modernisation;;05/11/2013;231;Perdu
753824788;HERVE LABEILLE ET ASSOCIES;Prêt participatif développement bois;6208777100;Frederick Predovic;Développement;;11/02/2016;283;Perdu
312910383;SOC ETS CHADEFAUX;Financement installations production énergies renouvellables;9779937101;Cecile Marquardt;Modernisation;31/10/2010;27/09/2010;336;Gagné
519920128;SNC BATELIERE;Prêt Crédit Impôt Recherche;3468877102;Felicia Nicolas;Développement;08/04/2018;24/01/2018;391;Gagné
422153361;SIMTEX;Financement innovation écologique;6108897103;Darrion Becker;Développement;;22/08/2017;415;Perdu
39147749;ABRACADABRA;Prêt Crédit Impôt Recherche;8044577104;Abigayle Rohan;Développement;12/05/2013;22/02/2013;285;Gagné
813269511;AAMSET;Financement plan réduction émissions CO2;1556257105;Cecile Marquardt;Modernisation;;25/08/2012;442;Perdu
753702620;AARON'S;Prêt participatif développement bois;9840637106;Queen Pfannerstill;Développement;;06/05/2013;114;Perdu
840294177;SOC EXPLOITATION MERSON;Financement travaux modernisation;7732557107;Cecile Marquardt;Modernisation;;08/06/2012;155;Perdu
483800553;AAPS AVOCATS;Financement plan réduction émissions CO2;9472627108;Price Glover;Modernisation;;26/10/2019;481;Perdu
813224607;HIS INTERNATIONAL TOURS FRANCE;Financement campagne sensibilisation interne TES;6653867109;Price Glover;Développement;;28/11/2014;494;Perdu
499575702;SILLAGE DISTRIBUTION SARL;Financement installations production énergies renouvellables;8734217110;Queen Pfannerstill;Modernisation;06/10/2013;15/07/2013;288;Gagné
348633462;SOC GESTION D'ESPACES EVENEMENTIELS;Financement innovation écologique;5570537111;Hayden Schroeder;Développement;;15/10/2014;447;Perdu
808326839;HAZA;Financement travaux modernisation;9253287112;Darrion Becker;Modernisation;;13/10/2010;216;Perdu
518774286;HOTEL GEORGE WASHINGTON;Financement campagne sensibilisation interne TES;2990627113;Darrion Becker;Développement;;15/03/2013;298;Perdu
572215721;SIMAPA SASU;Prêt économies énergies;9093557114;Cecile Marquardt;Modernisation;;26/05/2014;364;Perdu
380107789;HOLINAIL;Financement campagne sensibilisation interne TES;7300507115;Darrion Becker;Développement;;24/02/2017;243;Perdu
509154431;A A FERARU;Financement installations production énergies renouvellables;6606797116;Dusty Hoppe;Modernisation;;23/05/2014;243;Perdu
808185797;SMTM INVEST;Financement travaux modernisation;0655947117;Trystan Hickle;Modernisation;;22/03/2016;376;Perdu
793858465;SLJ DISTRIBUTION;Financement plan réduction pollution;1052977118;Lavon Lang;Modernisation;;27/01/2019;203;Perdu
847737616;SOC ECOLE INTERNATIONALE DE THEATRE JACQUES LECOQ;Financement plan réduction pollution;9349327119;Cecile Marquardt;Modernisation;;16/06/2011;455;Perdu
345087282;SOADEO;Prêt participatif développement bois;9623427120;Price Glover;Développement;;12/09/2016;484;Perdu
316067891;HOTEL CENTRAL CHAMPOLLION;Prêt économies énergies;4916517121;Frederick Predovic;Modernisation;;03/06/2014;348;Perdu
431644798;12 Z;Financement campagne sensibilisation interne TES;6319207122;Cecile Marquardt;Développement;;03/12/2011;227;Perdu
407537976;SINOLOGIE;Prêt Crédit Impôt Recherche;5146267123;Mara Lowe;Développement;;25/03/2018;389;Perdu
447771494;HFCA;Prêt économies énergies;1861027124;Lavon Lang;Modernisation;;04/12/2014;109;Perdu
827628363;SNC  FROMENTIN;Prêt économies énergies;7257367125;Lavon Lang;Modernisation;21/01/2013;09/12/2012;317;Gagné
451385827;HOTEL DUQUESNE;Financement plan réduction pollution;3666427126;Hayden Schroeder;Modernisation;;03/01/2018;228;Perdu
807744628;A.V.P.P.SARL;Financement installations production énergies renouvellables;9933487127;Frederick Predovic;Modernisation;;10/05/2015;281;Perdu
844169631;SLJ COHEN;Prêt Crédit Impôt Recherche;0999037128;Darrion Becker;Développement;14/06/2010;02/05/2010;203;Gagné
790815286;HASCOET ET ASSOCIES;Prêt participatif développement bois;9394837129;Mara Lowe;Développement;;17/01/2018;124;Perdu
434076618;SOC EUROPEENNE DE VENTE;Financement innovation écologique;9611277130;Hayden Schroeder;Développement;;16/11/2013;346;Perdu
851008375;A.B.H.;Prêt participatif développement bois;9845187131;Dusty Hoppe;Développement;23/04/2020;29/01/2020;380;Gagné
851687889;SIMONE 3;Financement plan réduction émissions CO2;4125837132;Dusty Hoppe;Modernisation;06/03/2017;16/01/2017;392;Gagné
384907432;7FACTORY;Financement formation TES;9268497133;Cecile Marquardt;Développement;12/02/2018;20/12/2017;218;Gagné
835032186;SOC DIDIER AARON ET CIE;Prêt participatif développement bois;1395017134;Queen Pfannerstill;Développement;;02/05/2010;256;Perdu
791809882;SO MUST;Financement plan réduction émissions CO2;3568247135;Cecile Marquardt;Modernisation;09/09/2019;05/07/2019;226;Gagné
843450776;SOC HISTOR LITTER POLONAISE;Financement plan réduction émissions CO2;6628187136;Cecile Marquardt;Modernisation;19/01/2017;27/11/2016;193;Gagné
326981099;24 IP LAW GROUP FRANCE;Financement formation TES;9506367137;Mara Lowe;Développement;;29/12/2017;242;Perdu
818589426;A & E;Financement innovation écologique;6858867138;Hayden Schroeder;Développement;;07/07/2016;367;Perdu
424005320;HBE;Financement plan réduction émissions CO2;6069707139;Darrion Becker;Modernisation;;25/02/2012;400;Perdu
501089163;SIVP DENT STE INTERNAT VENT PROT DENT;Prêt participatif développement bois;1828037140;Queen Pfannerstill;Développement;;04/05/2012;160;Perdu
414470518;SMART IT;Prêt participatif développement bois;5713507141;Isaac Runolfsdottir;Développement;;25/01/2013;346;Perdu
410963656;HAUSSMANN SERVICES DE SANTE;Prêt économies énergies;4542887142;Dusty Hoppe;Modernisation;13/07/2016;14/04/2016;303;Gagné
847932175;HOTEL DES CHAMPS ELYSEES;Prêt participatif développement bois;9435927143;Hayden Schroeder;Développement;;18/09/2010;308;Perdu
827595919;SOC AGENCEM DISTRIBUTION;Financement formation TES;1613077144;Abigayle Rohan;Développement;;16/06/2014;421;Perdu
812278679;HEVEA FRANCE;Financement plan réduction pollution;2136687145;Price Glover;Modernisation;;17/05/2012;103;Perdu
535035109;A LIVR'OUVERT;Financement plan réduction pollution;4599577146;Mara Lowe;Modernisation;;24/04/2013;311;Perdu
